content,sentimen,aspek
salah satu aplikasi yang bagus dari awal gunakan m-banking BNI udah terbantu sekarang semakin terbantu dengan adanya wonder BNI yang aplikasinya sangat lengkap dan juga mudah banget jadi cukup 1 aplikasi sudah bisa lakukan banyak transaksi,Positive,Transaksi
"Bukan mempermudah malah menyusahkan, srg gangguan fitur tarik tunai jg blm ada",Negative,Transaksi
Sangat membantu dan memudahkan untuk segala urusan semua transaksi,Positive,Transaksi
"wah makin ga ada kualitas ni apk nya, yg lama susah transaksi dan yg baru makin parah. kalo belum siap dan belum bisa di jakankan dengan sempurna jgn di rilis apk nya merugikan pengguna jadi nya, udh ga wort it ini pake BNI makin ga jelas, lamaÂ² duit yg hilang jadi nya",Negative,Transaksi
Transaksi Qris gagal saldo tidak kembali limit top-up ewalet perhari di batasi cmn 1 jt beda sama m-banking bisa top-up 2 jt up,Negative,Transaksi
Setiap Transaksi QRIS yg gagal tpi kenapa saldo berkurang.?,Negative,Transaksi
Aduh...kok gak bisadi buka sih mau buat transaksi ...malah jadi susah update juga sudah semua udah ubah kok masih tidak bisa juga aku harus bagai mana ...apk nya apa saya nya sih ...ðŸ¤• Suruh ganti baru malah jadi kayak gini ðŸ¤¬,Negative,Transaksi
Pelayanan sistem UI cukup baik dan tampilan yang diberikan juga menarik dari sebelumnya. Akses transaksi lebih cepat dan mudah dimengerti serta tidak perlu pusing-pusing lagi dan fiturnya sangat membantu,Positive,Transaksi
"keren sih aplikasi ini, bener bener sangat membantu untuk transaksi harian, engga ribet sama sekali aplikasinya dan mudah di mengerti",Positive,Transaksi
Pakai wondr by bni lebih mudah dan simple. Desainnya mudah dipahami jadi transaksi lebih mudah,Positive,Transaksi
"Keren, memudahkan kita bertransaksi dimna aja dan aplikasinya mudah di mengerti.",Positive,Transaksi
"Banyak promo menarik, dan memudahkan untuk berbagai transaksi",Positive,Transaksi
"Saya baru saja menginstal aplikasi ini, aktivasinya sangat mudah dan cepat sekali. untuk bertransaksi pun juga lancar... Sukak banget deh sama aplikasi wondr by BNI â™¥ï¸",Positive,Transaksi
Aplikasinya bagus banget ðŸ˜ semakin mempermudah nasabah bertransaksi dimanapun dan kapanpun. Semoga promo nya semakin banyak,Positive,Transaksi
"Aplikasi yang sangat membantu nasabah BNI karena memudahkan transaksi, pembayaran bisa dilakukan dari mana saja dan kapan saja, sangat recommended.",Positive,Transaksi
"Sumpah ihh suka bgtt aplikasi wondr by BNI Aktivasi nya cepettt , tampilan nya keren , nyaman bgt buat di pakai transaksi, lancarrrr jayaaaa",Positive,Transaksi
"baguss, buat transaksi lebih cepat dari pada sebelumnya. ditingkatkan lagiii",Positive,Transaksi
"Baru pertama kali instal aplikasi wondr , aplikasinya bagus ,cepat ,mudah daftarnya ga ribet, tampilannya awalnya menarik , gampang digunakan untuk transaksi , good job buat wondr by BNI",Positive,Transaksi
"10x login, gagal, 10x pembayaran Qris gagal alasan sinyal, nonton youtube fine aja",Negative,Transaksi
"Baru aja install aplikasi ini, mudah bangettt,, Simple, akhirnya bikin transaksi jadi gampang .. top pokoknyaðŸ‘",Positive,Transaksi
Warna orange yg mencolok membuat aplikasi ini terlihat bersemangat...apalagi banyak fitur yg mudah digunakan dan sangat membantu dalam melakukan transaksi...sukses buat wondr by BNI,Positive,Transaksi
Saya baru saja download aplikasi ini.. aktivasi cepat dan mudah..langsung transaksi juga..alhamdulillah lancar dan mudah .terima kasih wondr by BNIðŸ‘ðŸ‘,Positive,Transaksi
"selama saya menggunakan aplikasi wondr by BNI, melakukan transaksi apapun terasa lebih mudah dan praktis. sangat simpel dan gak ribet di gunakan, pokoknya membantu saya banget deh..",Positive,Transaksi
"Aplikasi wonder by BNI sangat membantu terutama buat saya bekerja aplikasi ini bisa analisa ,transaksi dan rencanakan keuangan saya dengan sangat mudah ,bagus banget.",Positive,Transaksi
Suka banget pake wondr banyak promonya di tglÂ² tertentu. Cuma perlu ada tambahan aja buat memudahkan orang tarik tunai dan setor tunai aja dari aplikasinya,Positive,Transaksi
Aplikasi nya sangat recommended banget buat menganalisa keuangan dan sangat mempermudah saya buat bayar tagihan,Positive,Transaksi
"Masih enak aplikasi mobile banking yang lama, mutasi rekeningnya jelas debit dan kredit. Ini mutasi rekening hanya yang keluar dan masuk, tidak ada keterangan sisa saldo rekening koran. Dan masih lengkap mobile Banking, nyesal saya pindah ke wondr",Negative,Transaksi
"Aplikasinya mantap deh, prosesnya gampang banget dan gag pake ribet juga..fiturnya juga lengkap sehingga memudahkan para pengguna untuk bertransaksi",Positive,Transaksi
"Pendaftaran cukup cepat,dan mudah dipahami,,membantu segala transaksi yg kamu butuhkan dimana pun dan kapan pun,,so cobain yuk apalagi ini diawasi ojk loh",Positive,Transaksi
"Pakai wondr simpel banget,semua menu transaksi nya mudah digunakan",Positive,Transaksi
Ribett haruss masukkin pasword asli salah sedikit gak bisa transaksi lagii seriuss sejak pakai wonder BNI saya jadi gak mau nabung ke BNI lagi aplikasi tolol,Negative,Transaksi
"Sangat mudah digunakan,tampilannya user friendly bahkan untuk pemula,membuat rekening online pun semakin mudah,cukup dari rumah saja",Positive,Transaksi
"apk nya gampang udh saya coba, lancar kok transaksi cepat gampang banget buat digunain khususnya buat saya yg masih awam, pastinya ga ribet, trusted, dan aman",Positive,Transaksi
"Dengan menggunakan aplikasi wondr by BNI sejauh ini cukup membantu kemudahan dalam bertransaksi dan aplikasi Wondr by BNI multifungsi, berfokus pada layanan perbankan bahkan investasi. Tampilan aplikasinya modern, dengan fitur keamanan canggih, sehingga menjadi solusi lengkap bagi nasabah BNI.",Positive,Transaksi
"Aplikasi nya bikin untung bangett. Kita jadi lebih mudah kalau mau beli sesuatuu, atau transaksi apapunn. Aplikasi nya juga ga lelett, cepet banget. Top sihh",Positive,Transaksi
"Saya baru instal aplikasi ini, aplikasinya simple dan praktis. Fitur aplikasinya memudahkan saya untuk bertransaksi dan transfer kemana-mana, jadi ga perlu ribet keluar rumah lagi, tinggal buka aplikasi ini aja. Terimakasih wondr by BNI",Positive,Transaksi
Apl nya bagus bisa rekap keuangan jd bisa bandingin pemasukan dan pengeluaran,Positive,Transaksi
"Aplikasi sangat amat lambat, saya melakukan pembayaran memerluka hampir 30 menit hanya untuk membuka aplikasi",Negative,Transaksi
"baru coba aplikasi wondr, ternyata bikin transaksi jadi makin simple dan praktis. fiturnya juga udh mantap banget,sukses terus BNI",Positive,Transaksi
"Saya baru tahu aplikasi ini pelayanan nya sangat sangat cepat , fitur nya mudah di pahami transaksi nya juga enak Alhamdulillah ga ada hambatan nya , terima kasih wonder by bni",Positive,Transaksi
BNI gimana si??! Maasa kek gini kualitas m bankingnya. Disaat genting malah ga bisa ke buka haadehh. Sumpah gw jadi malu ga jaadi belanja. Udah rating sekecil ini maasih gaada improve. Klo ngga tmpt kerja nyuruh pake BNI ga bakal pake. Jadi was-was juga saldo raibb,Negative,Transaksi
"Saya baru ini instal dan pas buka ktivasi cepat ga ribet, langsung bisa transaksi Alhamdulillah lancar dan sangat mudah dipahami , terima kasih wonder by bni",Positive,Transaksi
"Aplikasi ini super keren dan bermanfaat bangett, fiturnya oke, simple dan mudah digunakan buat pemula, proses transaksi nya juga cepet bangett ga pake lama. top buat wondr by BNI.",Positive,Transaksi
"Wondr by BNI memudahkan pengelolaan keuangan dengan fitur Transaksi, Insight, dan Growth. Desainnya modern, navigasi mudah, dan analisis keuangan harian sangat membantu",Positive,Transaksi
"Pengalaman menggunakan Wondr by BNI sangat memuaskan. Selain fitur-fiturnya yang lengkap, layanan customer servicenya juga responsif. Setiap kali ada kendala, langsung teratasi dengan cepat. Pokoknya, aplikasi ini bikin aku merasa lebih aman dan nyaman dalam mengelola keuangan.",Positive,Transaksi
"Aplikasi perbankan yang terpercaya,aman, dan semua yang dibutuhkan lengkap mulai dari menabung,isi pulsa, dan untuk investasi juga bisa loh, pokoknya lengkap banget,hanya dalam satu genggaman,semua keuangan jadi terperinci lengkap, untuk mempelajarinya juga simple,gak susah",Positive,Transaksi
"Aku kaget ada aplikasi yang fiturnya lengkap, bisa bayar listrik atau tagihan lainnya. Aku beli pulsa disini cepet banget masuknya, keamanannya juga enak terjaga banget, udah kuputusin buat transaksi terus di aplikasi ini, top markotoopppðŸ˜",Positive,Transaksi
"Apk parah Otp tidak masukÂ² Padahal apk keuangan,yg butuh kecepatan",Negative,Transaksi
"Download ini karena jadi syarat pembiayaan suami, tapi setelah pakai malah jadi ketagihan karena promo2 nya buat yg hobi jajan dan segala bayar2 tagihan via online. thanks wondr ðŸ¥°",Positive,Transaksi
"Lebih bagus dari pada mobile yang lain sih, mudah di gunakan juga.. Sama transaksi lebih mudah",Positive,Transaksi
Aplikasi perbankan yang mudah proses daftarnya. Untuk keperluan transaksi finansial juga prosesnya mudah dan cepat,Positive,Transaksi
"Wah, sekarang transaksi lebih mudah pakai wondr , pakai qris lebih mudah dan untuk transaksi virtual account buat check out keranjang e-commerce jadi lebih gampang deh...",Positive,Transaksi
"Transaksi jadi lebih aman, saldo langsung terupdate warna Colourfull pake Qris juga banyak promonya jadi selalu pengen pake mbanking BNI ini. fitur fiturnya huga lengkap.",Positive,Transaksi
"baru pertama coba buat dan downlod aplikasi wondr by BNI karena mau menabung supaya punya tabungan buat nanti. aplikasinya mudah digunakan dan tidak ribet,daftar rekening cukup 5 menit langsung jadi bener bener luar biasa wondr by BNI ðŸ¥°",Positive,Transaksi
fiturnya sudah canggih. Nyaman digunakan untuk bertransaksi.,Positive,Transaksi
"Aplikasinya sangat membantu untuk transaksi bayar tagihan top up lainnya lbih mudah dan ga ribet , UI nya bagus ramah pengguna mudah di gunakan recommended. Top",Positive,Transaksi
Aplikasi ini penggunaannya mudah dan fiturnya lengkap. Sangat membatu untuk bertransaksi.,Positive,Transaksi
Transaksi jadi mudah dan menyenangkan. Keren banget sih aplikasi Wondr by BNI ini. Thankyou BNI,Positive,Transaksi
"Semenjak pake wondr by bni semua soal transaksi lebih mudah banget , apalagi kalau di mall mall dan main, belanja juga gak perlu bawak uang cash lagi mudah banget sekarang berkat wondr",Positive,Transaksi
"Aplikasi nya bagus fitur nya menarik dan membantu, sangat cocok untuk transaksi sehari hari dan perencanaan keuangan jangka panjang",Positive,Transaksi
"Aplikasinya bagus banget sarannya lebih di tingkatkan lagi kualitasnya,kemudahan transaksinya, dan fitur yang lebih baik lagi agar transaksi lebih aman dan nyaman.Terima kasih",Positive,Transaksi
"BNI makin keren, Wondr makin memudahkan saya sebagai nasabah bertransaksi dimanapun dan kapanpun dengan fitur-fitur terbarunya.",Positive,Transaksi
Inovasi aplikasi perbankan untuk mempermudah transaksi sekaligus perencanaan masa depan masyarakat yang lebih optimal,Positive,Transaksi
"Aplikasinya sudah sangat membantu untuk di setiap pembayaran, apalagi bisa mendapatkan tips dr artikel yang sudah disediakan. Tp alangkah jauh lebih baik lagi mengupgrade aplikasinya agar tidak sering ngebug... Terimakasih",Positive,Transaksi
"Banyak banget promonya tiap bulan smnjak pakai wondr, mudha bnget juga digunakna simple pula, dan ini app ringan gk berat jd ngemudahin banget transaksi d merchan yg lg bnyak promo nya",Positive,Transaksi
"Mau isi pulsa, transaksi nya gagal tapi saldonya lenyap hangus ntah kemana.",Negative,Transaksi
"Bermanfaat banget, bikin mudah untuk pembayaran apa apa, banyak promo nya juga. Oke banget pokoknya.",Positive,Transaksi
"Aplikasi yang bisa memenuhi kebutuhan finansial ku. Bisa untuk top up e wallet, pembayaran apapun Pokoknya lengkap banget fiturnya",Positive,Transaksi
"Transaksi mudah dengan debit online BNI, cukup transaksi online aja tanpa ribet ke kantor cabang ðŸ˜",Positive,Transaksi
Sangat membantu untuk pembayaran dan transaksi lainnya,Positive,Transaksi
"Bagus, mudah digunakan, transaksi lebih cepat dan mudah,",Positive,Transaksi
Catatan transaksi ga keluar dan pajak nya 11.000 apa normal?,Negative,Transaksi
"aplikasinya bagus, membantu banget buat aku transaksi",Positive,Transaksi
"Keren banget aplikasinya, fiturnya mudah dipahami dan tidak lemot ketika digunakan. Memudahkan kita untuk transaksi apapun. Pokoknya mantap deh BNI.",Positive,Transaksi
Sejak ada aplikasi wondr by BNI bertransaksi menjadi lebih mudah dan gak ribet,Positive,Transaksi
Mengatur keuangan dengan mudah dan praktis sama wondy by BNI.bisa jyga nabung berencana misal Liburan dll Wah tambah semngat menabung nih klo gitu mah.ngga bisa nih di anggurin aja sebab wondy BNI JGA untuk investasi untuk jangka panjang dan tentunya untuk masa depan yg lebih baikkk tetima kasih wondy karena kamu bisa mengatur keuangan ku jadi mudah,Positive,Transaksi
"Aplikasi ini sangat membantu dalam kegiatan transaksi, mudah untuk membayar barang apalagi checkout barang, UI sangat ramah bagi user",Positive,Transaksi
"Pakai wondr by BNI mau transaksi apapun bisa, aplikasinya juga mudah digunakan untuk segala transaksi. Sukses terus wondr by BNI",Positive,Transaksi
Aplikasi yang sangat membantu sekali untuk keperluan transaksi,Positive,Transaksi
Aplikasinya bagus...membantu sekali untuk setiap transaksi yang saya lakukan...,Positive,Transaksi
Baru mencoba memudahkan untuk membuat rekening. Makasih,Positive,Transaksi
"Tampilannya user friendly dan memudahkan dalam pembayaran, admin fee terbilang rendah dan banyak promo kalau pakai aplikasi",Positive,Transaksi
"Aplikasi nya bagus menarik dan jadi lebih mudah transaksi hanya melalui handphone, terimakasih aplikasi wondrbyBniâ¤",Positive,Transaksi
"Aplikasinya simple, fresh, dan pas banget buat anak muda. Fitur keuangan lengkap, banyak promo, dan gampang banget dipakai. Wajib coba!",Positive,Transaksi
Proses buka rekening baru mudah. Aplikasi mudah dipahami dan mudah digunakan.,Positive,Transaksi
Proses pendaftaran cepat & mudah. Transaksi aman & lancar. Fitur cukup lengkap.,Positive,Transaksi
Aplikasinya lebih membantu untuk transaksi lebih mudah.. riwayat transaksi juga ok..,Positive,Transaksi
bagus bangettt. ngemudahin aku dalam setiap bertransaksi. ada banyak fitur dalam satu aplikasi bikin ga ribet. bisa bayar & beli kebutuhan dan yang terpenting bisa beli tiket woosh di sini ðŸ˜†,Positive,Transaksi
prosesnya mudah banget dan sangat membantu buat transaksi sehari hariðŸ˜,Positive,Transaksi
Barusan instal aplikasi Wndr mudah buat bayar billing...kebetulan kerjaan mengharuskan bayar pakai BNI jooss mantapp!,Positive,Transaksi
"semenjak pake wondr by BNI ini jadi makin praktis dan sangat mudah digunakan, beli pulsa dan trf ke bank manapun jadi gampang dan bisa beli tiket di apk ini mantap pokonya semoga makin bagus lagi kedepannya.",Positive,Transaksi
"aplikasi yg mudah digunakan, dan ngebantu banget buat zaman skrg yg apa apa serba online . buat tabungan jg aman, transaksi apapun sering kebagian promo2 keren dr BNI top banget deh ah.",Positive,Transaksi
Sangat membantu sekali menggunakan aplikasi ini . Praktis untuk pembayaran dan fitur lainnya .,Positive,Transaksi
sangat membantu sekali untuk transaksi bni,Positive,Transaksi
Tampilan awal bagus menarik Jadi lebih terperinci pemasukan dan pengeluaran sya . Transaksi jdi lebih cepat aplikasi ny responsif,Positive,Transaksi
Transaksi mudah dan cepat dengan wondr by BNI. Satu aplikasi yang sangat membantu dalam kemudahan bertransaksi perbankan. Keren.,Positive,Transaksi
"Pendaftaran sangat mudah dan cepat transaksi mudah,cepat dan sangat aman.",Positive,Transaksi
"Suka banget deh transaksi menggunakan wondr by BNI , selain mudah transaksi menggunakan aplikasi ini juga aman dan nyaman",Positive,Transaksi
"Aplikasi nya bagus dari yg sebelumnya, transaksi bisa sangat lancar top up token jdi lebih mudah.",Positive,Transaksi
"UI nya bagus, aplikasi ini nyaman digunakan mempermudah transaksi dan banyak fitur menarik, pertama coba langsung sukaa",Positive,Transaksi
"Memudahkan transaksi dan simple, ðŸ«¡",Positive,Transaksi
"Aplikasi mudah digunakan, tampilan awalnya bagus, sejauh ini transaksi keuangan jadi lebih gampang, semoga kedepannya lebih baik lagi ya.",Positive,Transaksi
"Woww keren.. yang punya rekening BNI harus punya ini, aplikasinya juga mudah digunakan , praktis..",Positive,Transaksi
"Aplikasinya bagus, gak lemot., fiturnya juga lengkap. Jd gak ribet lagi kalo mau bayar"", karna di sini udah bisa",Positive,Transaksi
"Era baru bertransaksi,rasakan pengalaman menarik belanja, jajan,bayar tagihan dalam satu aplikasi dan aplikasinya ringan digunakan sudah pasti dijamin OJK mantap wondr by BNIðŸ‘",Positive,Transaksi
"Wondr by BNI Fiturnya lengkap ,praktis dan sangat memudahkan saya untuk melakukan transaksi keuangan digital.. ðŸ‘",Positive,Transaksi
Lebih mudah dan praktis ternyata pakai Wonder ini âœ¨ transaksi jadi gampang dan cepet prosesnya.,Positive,Transaksi
Mantap transaksi gampang gak ribet Pendaftaran juga mudah tinggal klik klik saja,Positive,Transaksi
Aplikasi mudah di buka dan berguna bisa dipakai kapan saja dan dimana saja.transaksi jadi lebih mudah dan aman,Positive,Transaksi
"Lengkap dan praktis, untuk bayar dan beli juga gampang pesan tiket juga mudah pokoknya suka banget pake aplikasi ini ðŸ¤©",Positive,Transaksi
Sangat membantu sekali untuk memudahkan transaksi,Positive,Transaksi
"Keren dan canggih wonder by bni, Semakinn memudahkan bertransaksi.. Good job bni ðŸ˜‡",Positive,Transaksi
"Setelah saya menggunakan aplikasi ini, ternyata transaksi nya mudah dan pelayanannya cepat. Bagus banget",Positive,Transaksi
"Aplikasi yang cukup membantu karena bisa tarik tunai tanpa kartu ,, free biaya admin , free biaya tarik tunai dan free biaya transfer.",Positive,Transaksi
"Hai aku pengguna baru dan excited banget, ternyata ada ya aplikasi banking yang colorful kayak gini,sangat menyenangkan gak monoton warnanya ðŸ˜, berasa nyaman aj dipandang walaupun saldo masih tipis, dan yang paling aku suka ada fitur transfer luar negeri trus langsung nonggol negara tujuan,mantap. apknya gak lelet Terimakasih ya, semoga uang nyaman direkening ini â˜ºï¸",Positive,Transaksi
"Menurut ku Aplikasinya mudah digunakan, fitur nya lengkap, sangat membantu , jadi praktis dalam bertransaksi sehari hari",Positive,Transaksi
Masih gak nyangka bisa buka rekening bisa segampang dan semudah ini. Cuma pake hape dirumah gak pakai lama gak sampai 15 menit udah punya rekening BNI. Apalagi punya IKD jadi makin mudah.,Positive,Transaksi
"Aplikasi yang sangat bagus dan berguna sekali, jd nggk perlu repot-repot lagi ke ATM atau minimarket tinggal buka aplikasi nya dan lakukan pembayaran apapun . Memberikan kemudahan dalam transaksi apapun dan dimanapun.",Positive,Transaksi
"Aplikasi nya bagus sangat mempermudah dalam bertransaksi,fitur nya juga lengkap.rekomend",Positive,Transaksi
"Sangat bagus aplikasinya, memudahkan kita untuk melakukan transaksi kapanpun dan dimanapunðŸ‘",Positive,Transaksi
Aplikasinya mudah digunakan. Pendaftaran tidak memakan waktu lama. Sangat membantu karena bisa bayar apapun dalam satu aplikasi dan bisa sekaligus investasi,Negative,Transaksi
"Aplikasi yang bagus dan cukup memudahkan penggunanya, semua transaksi yang saya butuhkan ada disini. Lancar, saldo segera terupdate sendiri setelah transaksi. Fiturnya menarik, tampilan interface nya cukup simpel dan mudah dipahami.",Positive,Transaksi
"Aplikasi mantap, memudahkan transaksiðŸ™",Positive,Transaksi
Bagi pengguna bni ini sangat bagus dan memudah kan transaksi,Positive,Transaksi
"Pelayanan nya baik dan aplikasi lebih menarik. UI nya bagus ramah pengguna. Aplikasinya lebih mudah digunakan, banyak sekali menu-menu tersedia yang sangat membantu memudahkan kita untuk melakukan kegiatan transaksi dimanapun dan kapanpun. Semua jadi lebih mudah dan praktis dengan aplikasi Wondr by BNI ini terima kasih semoga semakin canggih dan sukses terus.",Positive,Transaksi
"Mudahin bgt untuk transfer, buka tabungan berkala, sama pembayaran atau topup berbagai jenis ewallet. Apknya juga mudah digunakan anti lemot. Thanks BNI untuk kemudahannya",Positive,Transaksi
"Pengunaan mudah , buat pengguna baru jugaa gampang buat transaksi transaksi",Positive,Transaksi
"Penggunaannya mudah, sangat bermanfaat untuk menabung dan transaksi, ada promo2 menarik juga.",Positive,Transaksi
Memudahkan banget untuk transaksi dimanapun dan kapanpun untuk pengguna bni,Positive,Transaksi
"Aplikasinya mudah di gunakan dan dipahami, untuk fitur-fitur nya juga menarik dan sangat membantu sekali dalam melakukan transaksi. Pokoknya Recommended banget deh buat kita nasabah BNI ðŸ‘",Positive,Transaksi
"Weh,daftar nya sangat mudah gak pake lama,saya mau coba ini karena emang ini dari bank BNI yang udah gak diragukan lagi kepercayaannya dan 1 lagi kita bisa transaksi dimana aja kapan saja,buruan bikin deh untuk kemudahan transaksi digital kalian ya...",Positive,Transaksi
Buka rekening nya cepat tidak pake ribet cukup pake foto KTP sudah bisa buka rekening baru. Pokoknya top dah ðŸ‘,Positive,Transaksi
"Aplikasinya sangat membantu, mudah digunakan dan banyak promonya. Jadi praktis dan mudah saat bertransaksi.",Positive,Transaksi
Setelah aku pakai ternyata transaksinya mudah Trs pelayannya cepat Top bnget,Positive,Transaksi
"Memuaskan banget si aplikasinya komplit. Bisa top up tap cash, isi pulsa, bayar pln, sampe beli tiket woosh pun bisa. Ringan juga dibukanya dan ga lemot. Tampilannya juga mudah dipahami. Oke banget pokoknya",Positive,Transaksi
"Aplikasi perbankan ini sangat bagus, saya sangat puas menggunakannya. Aplikasi perbankan ini mempermudah saya berbelanja di berbagai merchant baik di dalam negeri maupun di luar negeri. Banyak pilihan jenisnya ada silver, gold dan platinum yang semuanya bisa digunakan berbelanja dan membayar semua kebutuhan tagihan seperti pembayaran tagihan internet, listrik dan PDAM. Aplikasinya juga stabil, gak pernah eror dan yang aman sekali karena terjaga sekali kerahasiaannya.",Positive,Transaksi
Aplikasi nya mudah di gunakan. Fitur nya lengkap. Bayar ini itu jadi lebih mudah dan hemat waktu.,Positive,Transaksi
Transaksi jadi mudah dan cepat. Aplikasi terupdate jadi lebih baik,Positive,Transaksi
"Transaksi apapun jadi lebih mudah,murah & anti ribet gak perlu repot bawa uang cash,jaringan stabil gak pake lemot",Positive,Transaksi
"Aplikasi dari BNI untuk pengalaman transaksi yang lebih praktis dan simpel, downloadnya cepet, semoga bermanfaatðŸ‘",Positive,Transaksi
Aplikasi yang mempermudah untuk mengirim duit ðŸ¤‘,Positive,Transaksi
"Sejauh ini saya cukup puas menggunakan wondr. Transaksi digital jadi lebih mudah, soalnya aplikasinya lengkap lumayan bisa memenuhi kebutuhan saya. Semoga pelayanannya selalu baik.",Positive,Transaksi
Cukup membantu dalam penggunaan rekening bank BNI. Terima kasih,Positive,Transaksi
Setelah memakai wonder by BNI transaksi menjadi lebih mudah di era di digital ini terima kasih BNI ðŸ˜šðŸ˜š,Positive,Transaksi
"Aplikasinya bagus loh, cocok buat orang-orang seperti aku yang gak suka ribet. Ada banyak fitur dalam satu aplikasi, bisa transfer dengan mudah dimana aja plus bisa isi e wallet dan juga bisa isi Taplus. Bener-bener memudahkan kita kapan aja dan dimana aja. Semoga bisa terus berkembang menjadi lebih baik lagi aplikasinya.",Positive,Transaksi
"Tampilannya bagus, mudah digunakan, transaksi jadi lebih efisien dan aman",Positive,Transaksi
"Aplikasi yang memudahkan untuk pengguna, mau transaksi jadi lebih cepat",Positive,Transaksi
Bagi saya mendownload awnder BNI sangat membantu sekali. Saya jadi gampang mengetahui saldo yang masuk tanpa harus cek ke ATM..saya merekomendasikan aplikasi ini untuk pengguna nasabah BNI,Positive,Transaksi
"Fitur lebih lengkap, bayar dan beli lebih lengkapðŸ˜Š mengolah keuangan jd lebih optimal",Positive,Transaksi
"Aplikasinya simple, mudah dipahami dan mengerti, banyak promo promo juga yg didapat dari aplikasi wondr by BNI, pokoknya sat set langsung bayar bisa banget di gunakan untuk sehari sehari buat yang doyan jajan dan belanja hehe",Positive,Transaksi
aplikasi yg sangat mudah di gunakan dan mempermudah proses transaksi belanja online aq. hehehe....,Positive,Transaksi
"Menurut ku apk ini ngga ribet, bagus dan proses nya cepat. Transaksi juga menyenangkan dan mudah. Terima kasih BNI. Mantap dan sangat rekomendasi. â¤",Positive,Transaksi
"aplikasi ini sangat berguna sekali khususnya untuk pengguna kartu dari Bank BNI..selain mempermudah transaksi juga nasabah dapat menggunakan fitur Life Goals, Lifestyle, Bayar & Beli yang lebih lengkap, Deposito Valuta Asing, Express Top Up TapCash, dan Transfer Valuta Asing.",Positive,Transaksi
semudah itu membuka rekening virtual. prosesnya ga sampai 1 menit sudah selesai. tinggal setoran awal untuk pengaktifan rekening. fiturÂ² di aplikasi juga mudah. ada fitur tabungan yg bisa kita atur sendiri. untuk apa dan nominalnya.,Positive,Transaksi
"Bagus sekali.. memudahkan saya dalam aktifitas keuangan ga pake ribet. Saya sudah lama nasabah BNI dan baru donlot wondr, ternyata aplikasinya sangat memudahkan. Terima kasih.",Positive,Transaksi
Aplikasinya lebih terinci dan aktivasinya gampang. Transaksi lebih mudah.,Positive,Transaksi
"Bagus kok,fitur fitur nya simple mudah digunakan.sangat membantu dalam bertransaksi dan mengatur keuangan,bisa melihat pengeluaran dalam sebulan, dan aplikasi ini jg BS membantu mengontrol pengeluaran.",Positive,Transaksi
"Aplikasi yang bagus banget untuk setiap transaksi ,mau belanja,mau transfer lebih mudah dimanapun dan kapan pun,bintang 5 untuk wondr by bni,yang selalu mempermudah semua transaksi ku",Positive,Transaksi
"Aplikasi keuangan jaman now, karena sudah lengkap buat transaksi apa aja bisa, transfer luar negeri juga ada, investasi semua dalam satu aplikasi. Mudah digunakan, transaksi cepat dan efisien.",Positive,Transaksi
aplikasi nya memudahkan transaksi untuk aku yg sering lupa bw dompet âœ¨ðŸ¤«,Positive,Transaksi
Bagus aplikasinya. Jadi memudahkan kalo untuk bertransaksi,Positive,Transaksi
Aplikasinya bagus banget.. fitur lumayan lengkap jadi bikin praktis mau bayar ini itu.. top banget deh ðŸ‘ðŸ‘ðŸ‘,Positive,Transaksi
"Nah ini nemu aplikasi mobile banking yang sesuai kebutuhan . Aplikasinya lengkap dari belanja, investasi, pemantauan alur uang. SipplahðŸ‘",Positive,Transaksi
Sangat bagus. Dan praktis di gunakan saat bertransaksi. Mudah di mengerti serta tidak ribet d gunakan,Positive,Transaksi
Praktis banget bisa bayar ini itu hanya dengan satu aplikasi. Cocok banget buat aku yang males bawa cash karena ribett.,Positive,Transaksi
"Menurut ku aplikasi nya mudah digunakan, pendaftaran nya juga nggak ribet cukup KTP aja, rekening langsung jadi ðŸ‘ðŸ»ðŸ‘ðŸ»",Positive,Transaksi
Suka sm fitur-fitur nya mudah digunakan dan simpel. Jadi praktis dan untuk bertransaksi atau top-up juga ga lama.. Pokoknya terbaik deh,Positive,Transaksi
Aplikasi yang bagus. Pendaftaran sangat mudah dan simpel. Fiturnya juga lengkap. Sangat sesuai dengan kebutuhan keuangan saya,Negative,Transaksi
"Pas banget buat transaksi digital ya, cara daftarnya ngga ribet, cara transaksi juga aman dan nyaman dalam genggaman.. â¤ï¸â¤ï¸â¤ï¸",Positive,Transaksi
"Aplikasi yang bagus lebih menarik dari sebelumnya, fitur lengkap, transaksi menjadi lebih mudahðŸ‘ðŸ»",Positive,Transaksi
"Aplikasi yang mudah digunakan, punya banyak fitur diantaranya untuk top up e-wallet serta bayar pake QRIS , bikin makin aman dan nyaman bertransaksi perbankan.",Positive,Transaksi
"Transaksi mudah dengan aplikasi ini, keuangan jadi tertata lancar",Positive,Transaksi
Memudahkan setiap transaksi menggunakan qris dn transaksi lainnya bikin tidak ribet walau uang cash tipis.,Positive,Transaksi
"Aplikasinya sangat memudahkan saya untuk bertransaksi, jadi makin gampang untuk transfer dan bayar air listrik. Sangat recommended.",Positive,Transaksi
"Aplikasinya sangat mempermudah saat transaksi dimana pun jadi lebih praktis . Tiba2 token listrik , pulsa habis atau mau beli tiket whoos yg harus cepat pun ini sangat mudah langsung sat.. Set bayar semua tanpa kendala",Positive,Transaksi
